"pattern","freq","support"
"{COMP6240,COMP6730}",29,0.358024691358025
"{COMP7240,COMP8430}",28,0.345679012345679
"{COMP8410,COMP8430}",27,0.333333333333333
"{COMP7240,COMP8410}",26,0.320987654320988
"{COMP7240,COMP8410,COMP8430}",26,0.320987654320988
"{COMP6730,COMP7240}",20,0.246913580246914
"{COMP6730,COMP8430}",16,0.197530864197531
"{COMP6730,COMP7240,COMP8430}",13,0.160493827160494
"{COMP6730,COMP8410}",12,0.148148148148148
"{COMP6730,COMP8410,COMP8430}",12,0.148148148148148
"{COMP6730,COMP7240,COMP8410}",11,0.135802469135802
"{COMP6730,COMP7240,COMP8410,COMP8430}",11,0.135802469135802
